:START_ID,:END_ID,:TYPE,is_gang_crime,weight
CRM-0000052,GANG-0003,MEMBER_OF,,1.0
CRM-0000233,GANG-0003,MEMBER_OF,,1.0
CRM-0000218,GANG-0003,MEMBER_OF,,1.0
CRM-0000210,GANG-0003,MEMBER_OF,,1.0
CRM-0000021,GANG-0003,MEMBER_OF,,1.0
CRM-0000004,GANG-0003,MEMBER_OF,,1.0
CRM-0000035,GANG-0003,MEMBER_OF,,1.0
CRM-0000102,GANG-0003,MEMBER_OF,,1.0
GANG-0003,KA-BLG,OPERATES_IN,,1.0
GANG-0003,KA-KDG,OPERATES_IN,,1.0
CRM-0000213,GANG-0004,LEADS,,1.0
CRM-0000093,GANG-0004,MEMBER_OF,,1.0
CRM-0000079,GANG-0004,MEMBER_OF,,1.0
CRM-0000022,GANG-0004,MEMBER_OF,,1.0
CRM-0000202,GANG-0004,MEMBER_OF,,1.0
CRM-0000059,GANG-0004,MEMBER_OF,,1.0
CRM-0000013,GANG-0004,MEMBER_OF,,1.0
CRM-0000145,GANG-0004,MEMBER_OF,,1.0
CRM-0000016,GANG-0004,MEMBER_OF,,1.0
CRM-0000103,GANG-0004,MEMBER_OF,,1.0
CRM-0000082,GANG-0004,MEMBER_OF,,1.0
CRM-0000100,GANG-0004,MEMBER_OF,,1.0
GANG-0004,KA-BLR2,OPERATES_IN,,1.0
GANG-0004,KA-GBG,OPERATES_IN,,1.0
FIR-BLR2-2021-00001,STN-KA-BLR2-0016,REGISTERED_AT,,1.0
CRM-0000242,FIR-BLR2-2021-00001,COMMITTED,False,0.9
PHN-00001594,FIR-BLR2-2021-00001,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-BLR2-2021-00001-000,FIR-BLR2-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR2-2021-00001-001,FIR-BLR2-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR2-2021-00001-002,FIR-BLR2-2021-00001,VICTIM_IN,,1.0
FIR-RBG-2021-00001,STN-KA-RBG-0015,REGISTERED_AT,,1.0
FIR-RBG-2021-00001,OFF-0003705,INVESTIGATED_BY,,1.0
CRM-0000053,FIR-RBG-2021-00001,COMMITTED,False,0.9
VEH-00000585,FIR-RBG-2021-00001,USED_VEHICLE_IN,,0.85
VIC-VIC-FIR-RBG-2021-00001-000,FIR-RBG-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00001-001,FIR-RBG-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00001-002,FIR-RBG-2021-00001,VICTIM_IN,,1.0
FIR-KDG-2021-00001,STN-KA-KDG-0004,REGISTERED_AT,,1.0
VIC-VIC-FIR-KDG-2021-00001-000,FIR-KDG-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-KDG-2021-00001-001,FIR-KDG-2021-00001,VICTIM_IN,,1.0
FIR-HBL-2021-00001,STN-KA-HBL-0025,REGISTERED_AT,,1.0
FIR-HBL-2021-00001,OFF-0001232,INVESTIGATED_BY,,1.0
CRM-0000104,FIR-HBL-2021-00001,COMMITTED,False,0.9
VEH-00001580,FIR-HBL-2021-00001,USED_VEHICLE_IN,,0.85
VIC-VIC-FIR-HBL-2021-00001-000,FIR-HBL-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-HBL-2021-00001-001,FIR-HBL-2021-00001,VICTIM_IN,,1.0
FIR-KLP-2021-00001,STN-KA-KLP-0020,REGISTERED_AT,,1.0
FIR-KLP-2021-00001,OFF-0001597,INVESTIGATED_BY,,1.0
CRM-0000147,FIR-KLP-2021-00001,COMMITTED,False,0.9
VEH-00000984,FIR-KLP-2021-00001,USED_VEHICLE_IN,,0.85
PHN-00002468,FIR-KLP-2021-00001,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-KLP-2021-00001-000,FIR-KLP-2021-00001,VICTIM_IN,,1.0
FIR-RBG-2021-00002,STN-KA-RBG-0019,REGISTERED_AT,,1.0
FIR-RBG-2021-00002,OFF-0003734,INVESTIGATED_BY,,1.0
CRM-0000120,FIR-RBG-2021-00002,COMMITTED,False,0.9
VIC-VIC-FIR-RBG-2021-00002-000,FIR-RBG-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00002-001,FIR-RBG-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00002-002,FIR-RBG-2021-00002,VICTIM_IN,,1.0
FIR-BLR-2021-00001,STN-KA-BLR-0031,REGISTERED_AT,,1.0
FIR-BLR-2021-00001,OFF-0000287,INVESTIGATED_BY,,1.0
CRM-0000168,FIR-BLR-2021-00001,COMMITTED,False,0.9
VIC-VIC-FIR-BLR-2021-00001-000,FIR-BLR-2021-00001,VICTIM_IN,,1.0
FIR-BLG-2021-00001,STN-KA-BLG-0021,REGISTERED_AT,,1.0
FIR-BLG-2021-00001,OFF-0001398,INVESTIGATED_BY,,1.0
CRM-0000191,FIR-BLG-2021-00001,COMMITTED,True,0.9
PHN-00004117,FIR-BLG-2021-00001,PHONE_LINKED_TO,,0.75
GANG-0003,FIR-BLG-2021-00001,COMMITTED,,0.8
VIC-VIC-FIR-BLG-2021-00001-000,FIR-BLG-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-BLG-2021-00001-001,FIR-BLG-2021-00001,VICTIM_IN,,1.0
FIR-BLR-2021-00002,STN-KA-BLR-0053,REGISTERED_AT,,1.0
CRM-0000155,FIR-BLR-2021-00002,COMMITTED,False,0.9
VIC-VIC-FIR-BLR-2021-00002-000,FIR-BLR-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00002-001,FIR-BLR-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00002-002,FIR-BLR-2021-00002,VICTIM_IN,,1.0
FIR-HBL-2021-00002,STN-KA-HBL-0028,REGISTERED_AT,,1.0
CRM-0000111,FIR-HBL-2021-00002,COMMITTED,True,0.9
CRM-0000180,FIR-HBL-2021-00002,ACCOMPLICE_IN,,0.8
VEH-00000842,FIR-HBL-2021-00002,USED_VEHICLE_IN,,0.85
GANG-0002,FIR-HBL-2021-00002,COMMITTED,,0.8
VIC-VIC-FIR-HBL-2021-00002-000,FIR-HBL-2021-00002,VICTIM_IN,,1.0
FIR-KLP-2021-00002,STN-KA-KLP-0025,REGISTERED_AT,,1.0
FIR-KLP-2021-00002,OFF-0001664,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-KLP-2021-00002-000,FIR-KLP-2021-00002,VICTIM_IN,,1.0
FIR-MGL-2021-00001,STN-KA-MGL-0013,REGISTERED_AT,,1.0
FIR-MGL-2021-00001,OFF-0000928,INVESTIGATED_BY,,1.0
CRM-0000167,FIR-MGL-2021-00001,COMMITTED,True,0.9
CRM-0000074,FIR-MGL-2021-00001,ACCOMPLICE_IN,,0.8
CRM-0000127,FIR-MGL-2021-00001,ACCOMPLICE_IN,,0.8
CRM-0000234,FIR-MGL-2021-00001,ACCOMPLICE_IN,,0.8
PHN-00000983,FIR-MGL-2021-00001,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-MGL-2021-00001,COMMITTED,,0.8
VIC-VIC-FIR-MGL-2021-00001-000,FIR-MGL-2021-00001,VICTIM_IN,,1.0
FIR-CHB-2021-00001,STN-KA-CHB-0009,REGISTERED_AT,,1.0
VIC-VIC-FIR-CHB-2021-00001-000,FIR-CHB-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-CHB-2021-00001-001,FIR-CHB-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-CHB-2021-00001-002,FIR-CHB-2021-00001,VICTIM_IN,,1.0
FIR-BLR2-2021-00002,STN-KA-BLR2-0025,REGISTERED_AT,,1.0
FIR-BLR2-2021-00002,OFF-0003550,INVESTIGATED_BY,,1.0
CRM-0000193,FIR-BLR2-2021-00002,COMMITTED,False,0.9
PHN-00003571,FIR-BLR2-2021-00002,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-BLR2-2021-00002-000,FIR-BLR2-2021-00002,VICTIM_IN,,1.0
FIR-UDR-2021-00001,STN-KA-UDR-0004,REGISTERED_AT,,1.0
FIR-UDR-2021-00001,OFF-0002473,INVESTIGATED_BY,,1.0
CRM-0000101,FIR-UDR-2021-00001,COMMITTED,True,0.9
CRM-0000074,FIR-UDR-2021-00001,ACCOMPLICE_IN,,0.8
PHN-00004091,FIR-UDR-2021-00001,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-UDR-2021-00001,COMMITTED,,0.8
VIC-VIC-FIR-UDR-2021-00001-000,FIR-UDR-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-UDR-2021-00001-001,FIR-UDR-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-UDR-2021-00001-002,FIR-UDR-2021-00001,VICTIM_IN,,1.0
FIR-BLR-2021-00003,STN-KA-BLR-0044,REGISTERED_AT,,1.0
FIR-BLR-2021-00003,OFF-0000416,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-BLR-2021-00003-000,FIR-BLR-2021-00003,VICTIM_IN,,1.0
FIR-BLR2-2021-00003,STN-KA-BLR2-0028,REGISTERED_AT,,1.0
FIR-BLR2-2021-00003,OFF-0003581,INVESTIGATED_BY,,1.0
CRM-0000062,FIR-BLR2-2021-00003,COMMITTED,False,0.9
PHN-00003561,FIR-BLR2-2021-00003,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-BLR2-2021-00003-000,FIR-BLR2-2021-00003,VICTIM_IN,,1.0
FIR-BLR-2021-00004,STN-KA-BLR-0003,REGISTERED_AT,,1.0
FIR-BLR-2021-00004,OFF-0000026,INVESTIGATED_BY,,1.0
CRM-0000012,FIR-BLR-2021-00004,COMMITTED,False,0.9
PHN-00003150,FIR-BLR-2021-00004,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-BLR-2021-00004-000,FIR-BLR-2021-00004,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00004-001,FIR-BLR-2021-00004,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00004-002,FIR-BLR-2021-00004,VICTIM_IN,,1.0
FIR-DVG-2021-00001,STN-KA-DVG-0014,REGISTERED_AT,,1.0
FIR-DVG-2021-00001,OFF-0001764,INVESTIGATED_BY,,1.0
CRM-0000235,FIR-DVG-2021-00001,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00001,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00001,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00001,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00001-000,FIR-DVG-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00001-001,FIR-DVG-2021-00001,VICTIM_IN,,1.0
FIR-BLR-2021-00005,STN-KA-BLR-0003,REGISTERED_AT,,1.0
FIR-BLR-2021-00005,OFF-0000026,INVESTIGATED_BY,,1.0
CRM-0000182,FIR-BLR-2021-00005,COMMITTED,False,0.9
VIC-VIC-FIR-BLR-2021-00005-000,FIR-BLR-2021-00005,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00005-001,FIR-BLR-2021-00005,VICTIM_IN,,1.0
FIR-CHB-2021-00002,STN-KA-CHB-0009,REGISTERED_AT,,1.0
VIC-VIC-FIR-CHB-2021-00002-000,FIR-CHB-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-CHB-2021-00002-001,FIR-CHB-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-CHB-2021-00002-002,FIR-CHB-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-CHB-2021-00002-003,FIR-CHB-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-CHB-2021-00002-004,FIR-CHB-2021-00002,VICTIM_IN,,1.0
FIR-KLP-2021-00003,STN-KA-KLP-0021,REGISTERED_AT,,1.0
FIR-KLP-2021-00003,OFF-0001606,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-KLP-2021-00003-000,FIR-KLP-2021-00003,VICTIM_IN,,1.0
VIC-VIC-FIR-KLP-2021-00003-001,FIR-KLP-2021-00003,VICTIM_IN,,1.0
FIR-BLR-2021-00006,STN-KA-BLR-0042,REGISTERED_AT,,1.0
FIR-BLR-2021-00006,OFF-0000404,INVESTIGATED_BY,,1.0
CRM-0000209,FIR-BLR-2021-00006,COMMITTED,False,0.9
PHN-00000258,FIR-BLR-2021-00006,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-BLR-2021-00006-000,FIR-BLR-2021-00006,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00006-001,FIR-BLR-2021-00006,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00006-002,FIR-BLR-2021-00006,VICTIM_IN,,1.0
FIR-RBG-2021-00003,STN-KA-RBG-0013,REGISTERED_AT,,1.0
FIR-RBG-2021-00003,OFF-0003683,INVESTIGATED_BY,,1.0
CRM-0000069,FIR-RBG-2021-00003,COMMITTED,False,0.9
VIC-VIC-FIR-RBG-2021-00003-000,FIR-RBG-2021-00003,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00003-001,FIR-RBG-2021-00003,VICTIM_IN,,1.0
FIR-DVG-2021-00002,STN-KA-DVG-0010,REGISTERED_AT,,1.0
FIR-DVG-2021-00002,OFF-0001748,INVESTIGATED_BY,,1.0
CRM-0000235,FIR-DVG-2021-00002,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00002,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00002,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00002,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00002-000,FIR-DVG-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00002-001,FIR-DVG-2021-00002,VICTIM_IN,,1.0
FIR-BLG-2021-00002,STN-KA-BLG-0013,REGISTERED_AT,,1.0
FIR-BLG-2021-00002,OFF-0001338,INVESTIGATED_BY,,1.0
CRM-0000143,FIR-BLG-2021-00002,COMMITTED,True,0.9
PHN-00003146,FIR-BLG-2021-00002,PHONE_LINKED_TO,,0.75
GANG-0003,FIR-BLG-2021-00002,COMMITTED,,0.8
VIC-VIC-FIR-BLG-2021-00002-000,FIR-BLG-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-BLG-2021-00002-001,FIR-BLG-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-BLG-2021-00002-002,FIR-BLG-2021-00002,VICTIM_IN,,1.0
FIR-MGL-2021-00002,STN-KA-MGL-0023,REGISTERED_AT,,1.0
FIR-MGL-2021-00002,OFF-0001016,INVESTIGATED_BY,,1.0
CRM-0000099,FIR-MGL-2021-00002,COMMITTED,False,0.9
VEH-00001145,FIR-MGL-2021-00002,USED_VEHICLE_IN,,0.85
PHN-00002865,FIR-MGL-2021-00002,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-MGL-2021-00002-000,FIR-MGL-2021-00002,VICTIM_IN,,1.0
FIR-MGL-2021-00003,STN-KA-MGL-0003,REGISTERED_AT,,1.0
FIR-MGL-2021-00003,OFF-0000865,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-MGL-2021-00003-000,FIR-MGL-2021-00003,VICTIM_IN,,1.0
FIR-HBL-2021-00003,STN-KA-HBL-0010,REGISTERED_AT,,1.0
CRM-0000019,FIR-HBL-2021-00003,COMMITTED,False,0.9
PHN-00001816,FIR-HBL-2021-00003,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-HBL-2021-00003-000,FIR-HBL-2021-00003,VICTIM_IN,,1.0
FIR-BLR-2021-00007,STN-KA-BLR-0000,REGISTERED_AT,,1.0
FIR-BLR-2021-00007,OFF-0000008,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-BLR-2021-00007-000,FIR-BLR-2021-00007,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00007-001,FIR-BLR-2021-00007,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00007-002,FIR-BLR-2021-00007,VICTIM_IN,,1.0
FIR-RBG-2021-00004,STN-KA-RBG-0029,REGISTERED_AT,,1.0
FIR-RBG-2021-00004,OFF-0003798,INVESTIGATED_BY,,1.0
CRM-0000213,FIR-RBG-2021-00004,COMMITTED,True,0.9
VEH-00000240,FIR-RBG-2021-00004,USED_VEHICLE_IN,,0.85
PHN-00000603,FIR-RBG-2021-00004,PHONE_LINKED_TO,,0.75
GANG-0004,FIR-RBG-2021-00004,COMMITTED,,0.8
VIC-VIC-FIR-RBG-2021-00004-000,FIR-RBG-2021-00004,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00004-001,FIR-RBG-2021-00004,VICTIM_IN,,1.0
FIR-HBL-2021-00004,STN-KA-HBL-0007,REGISTERED_AT,,1.0
FIR-HBL-2021-00004,OFF-0001113,INVESTIGATED_BY,,1.0
CRM-0000046,FIR-HBL-2021-00004,COMMITTED,True,0.9
VEH-00000433,FIR-HBL-2021-00004,USED_VEHICLE_IN,,0.85
PHN-00001110,FIR-HBL-2021-00004,PHONE_LINKED_TO,,0.75
GANG-0002,FIR-HBL-2021-00004,COMMITTED,,0.8
VIC-VIC-FIR-HBL-2021-00004-000,FIR-HBL-2021-00004,VICTIM_IN,,1.0
VIC-VIC-FIR-HBL-2021-00004-001,FIR-HBL-2021-00004,VICTIM_IN,,1.0
VIC-VIC-FIR-HBL-2021-00004-002,FIR-HBL-2021-00004,VICTIM_IN,,1.0
FIR-BLG-2021-00003,STN-KA-BLG-0029,REGISTERED_AT,,1.0
FIR-BLG-2021-00003,OFF-0001446,INVESTIGATED_BY,,1.0
CRM-0000093,FIR-BLG-2021-00003,COMMITTED,True,0.9
CRM-0000213,FIR-BLG-2021-00003,ACCOMPLICE_IN,,0.8
GANG-0004,FIR-BLG-2021-00003,COMMITTED,,0.8
VIC-VIC-FIR-BLG-2021-00003-000,FIR-BLG-2021-00003,VICTIM_IN,,1.0
VIC-VIC-FIR-BLG-2021-00003-001,FIR-BLG-2021-00003,VICTIM_IN,,1.0
FIR-DVG-2021-00003,STN-KA-DVG-0001,REGISTERED_AT,,1.0
FIR-DVG-2021-00003,OFF-0001703,INVESTIGATED_BY,,1.0
CRM-0000235,FIR-DVG-2021-00003,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00003,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00003,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00003,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00003-000,FIR-DVG-2021-00003,VICTIM_IN,,1.0
FIR-RBG-2021-00005,STN-KA-RBG-0020,REGISTERED_AT,,1.0
FIR-RBG-2021-00005,OFF-0003740,INVESTIGATED_BY,,1.0
CRM-0000213,FIR-RBG-2021-00005,COMMITTED,True,0.9
VEH-00000240,FIR-RBG-2021-00005,USED_VEHICLE_IN,,0.85
PHN-00000603,FIR-RBG-2021-00005,PHONE_LINKED_TO,,0.75
GANG-0004,FIR-RBG-2021-00005,COMMITTED,,0.8
VIC-VIC-FIR-RBG-2021-00005-000,FIR-RBG-2021-00005,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00005-001,FIR-RBG-2021-00005,VICTIM_IN,,1.0
FIR-BLR-2021-00008,STN-KA-BLR-0049,REGISTERED_AT,,1.0
FIR-BLR-2021-00008,OFF-0000475,INVESTIGATED_BY,,1.0
CRM-0000229,FIR-BLR-2021-00008,COMMITTED,False,0.9
PHN-00003025,FIR-BLR-2021-00008,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-BLR-2021-00008-000,FIR-BLR-2021-00008,VICTIM_IN,,1.0
FIR-DVG-2021-00004,STN-KA-DVG-0011,REGISTERED_AT,,1.0
CRM-0000235,FIR-DVG-2021-00004,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00004,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00004,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00004,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00004-000,FIR-DVG-2021-00004,VICTIM_IN,,1.0
FIR-RBG-2021-00006,STN-KA-RBG-0000,REGISTERED_AT,,1.0
FIR-RBG-2021-00006,OFF-0003597,INVESTIGATED_BY,,1.0
CRM-0000213,FIR-RBG-2021-00006,COMMITTED,True,0.9
VEH-00000240,FIR-RBG-2021-00006,USED_VEHICLE_IN,,0.85
PHN-00000603,FIR-RBG-2021-00006,PHONE_LINKED_TO,,0.75
GANG-0004,FIR-RBG-2021-00006,COMMITTED,,0.8
VIC-VIC-FIR-RBG-2021-00006-000,FIR-RBG-2021-00006,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00006-001,FIR-RBG-2021-00006,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00006-002,FIR-RBG-2021-00006,VICTIM_IN,,1.0
FIR-BLR2-2021-00004,STN-KA-BLR2-0028,REGISTERED_AT,,1.0
FIR-BLR2-2021-00004,OFF-0003581,INVESTIGATED_BY,,1.0
CRM-0000072,FIR-BLR2-2021-00004,COMMITTED,False,0.9
PHN-00001429,FIR-BLR2-2021-00004,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-BLR2-2021-00004-000,FIR-BLR2-2021-00004,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR2-2021-00004-001,FIR-BLR2-2021-00004,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR2-2021-00004-002,FIR-BLR2-2021-00004,VICTIM_IN,,1.0
FIR-RBG-2021-00007,STN-KA-RBG-0006,REGISTERED_AT,,1.0
FIR-RBG-2021-00007,OFF-0003640,INVESTIGATED_BY,,1.0
CRM-0000213,FIR-RBG-2021-00007,COMMITTED,True,0.9
VEH-00000240,FIR-RBG-2021-00007,USED_VEHICLE_IN,,0.85
PHN-00000603,FIR-RBG-2021-00007,PHONE_LINKED_TO,,0.75
GANG-0004,FIR-RBG-2021-00007,COMMITTED,,0.8
VIC-VIC-FIR-RBG-2021-00007-000,FIR-RBG-2021-00007,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00007-001,FIR-RBG-2021-00007,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00007-002,FIR-RBG-2021-00007,VICTIM_IN,,1.0
FIR-BLR2-2021-00005,STN-KA-BLR2-0006,REGISTERED_AT,,1.0
FIR-BLR2-2021-00005,OFF-0003429,INVESTIGATED_BY,,1.0
CRM-0000103,FIR-BLR2-2021-00005,COMMITTED,True,0.9
CRM-0000213,FIR-BLR2-2021-00005,ACCOMPLICE_IN,,0.8
CRM-0000093,FIR-BLR2-2021-00005,ACCOMPLICE_IN,,0.8
CRM-0000079,FIR-BLR2-2021-00005,ACCOMPLICE_IN,,0.8
CRM-0000022,FIR-BLR2-2021-00005,ACCOMPLICE_IN,,0.8
PHN-00003180,FIR-BLR2-2021-00005,PHONE_LINKED_TO,,0.75
GANG-0004,FIR-BLR2-2021-00005,COMMITTED,,0.8
VIC-VIC-FIR-BLR2-2021-00005-000,FIR-BLR2-2021-00005,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR2-2021-00005-001,FIR-BLR2-2021-00005,VICTIM_IN,,1.0
FIR-BLR-2021-00009,STN-KA-BLR-0056,REGISTERED_AT,,1.0
FIR-BLR-2021-00009,OFF-0000543,INVESTIGATED_BY,,1.0
CRM-0000129,FIR-BLR-2021-00009,COMMITTED,False,0.9
PHN-00003619,FIR-BLR-2021-00009,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-BLR-2021-00009-000,FIR-BLR-2021-00009,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00009-001,FIR-BLR-2021-00009,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00009-002,FIR-BLR-2021-00009,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00009-003,FIR-BLR-2021-00009,VICTIM_IN,,1.0
FIR-DVG-2021-00005,STN-KA-DVG-0013,REGISTERED_AT,,1.0
CRM-0000235,FIR-DVG-2021-00005,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00005,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00005,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00005,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00005-000,FIR-DVG-2021-00005,VICTIM_IN,,1.0
FIR-RBG-2021-00008,STN-KA-RBG-0016,REGISTERED_AT,,1.0
FIR-RBG-2021-00008,OFF-0003720,INVESTIGATED_BY,,1.0
CRM-0000213,FIR-RBG-2021-00008,COMMITTED,True,0.9
VEH-00000240,FIR-RBG-2021-00008,USED_VEHICLE_IN,,0.85
PHN-00000603,FIR-RBG-2021-00008,PHONE_LINKED_TO,,0.75
GANG-0004,FIR-RBG-2021-00008,COMMITTED,,0.8
VIC-VIC-FIR-RBG-2021-00008-000,FIR-RBG-2021-00008,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00008-001,FIR-RBG-2021-00008,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00008-002,FIR-RBG-2021-00008,VICTIM_IN,,1.0
